Inconsistent Movie Records: 
The following [40] records are dropped because of violating constraints in the database
Star Details - ID:WiW30, Title:Buena Vista Social Club, Year:19yy, Director:Wenders.
Star Details - ID:PAl21, Title:Todo sobre mi madre, Year:1999, Director:Almodovar.
Star Details - ID:H10, Title:Downhill, Year:1927, Director:Hitchcock.
Star Details - ID:SL37, Title:Death Trap, Year:1982, Director:Lumet.
Star Details - ID:HyA10, Title:Suppose They Gave a War, Year:1970, Director:Averback.
Star Details - ID:ClM12, Title:Dites-lui que Je L'Aime, Year:1977, Director:C.Miller.
Star Details - ID:RWF8, Title:The Merchant of Four Seasons, Year:1971, Director:Fassbinder.
Star Details - ID:IB30, Title:The Mad Magician, Year:1954, Director:Brahm.
Star Details - ID:RWg12, Title:La Femme de ma Vie, Year:1995, Director:Wargnier.
Star Details - ID:RTa15, Title:The Ghost and the Darkness, Year:1996, Director:Talalay.
Star Details - ID:Z9575, Title:Fair Game, Year:1995, Director:UnYear95.
Star Details - ID:BB15, Title:The Sheltering Sky, Year:1990, Director:Bertolucci.
Star Details - ID:JPR10, Title:Le Sauvage, Year:1975, Director:Rappeneau.
Star Details - ID:RM11, Title:Golden Boy, Year:1939, Director:Mamoulian.
Star Details - ID:ChV46, Title:A Farewell to Arms, Year:1957, Director:Ch.Vidor.
Star Details - ID:CEa17, Title:A Perfect World, Year:1993, Director:Eastwood.
Star Details - ID:JGi10, Title:Pouic-Pouic, Year:1963, Director:Girault.
Star Details - ID:RZL16, Title:Strange Interval, Year:1932, Director:Leonard.
Star Details - ID:IBa7, Title:The Bingo Long Traveling All-Stars, Year:1976, Director:Badham.
Star Details - ID:KV36, Title:Our Daily Bread, Year:1934, Director:K.Vidor.
Star Details - ID:ChV2, Title:Blind Alley, Year:1939, Director:Ch.Vidor.
Star Details - ID:GTh40, Title:Carry On Up The Khyber, Year:1968, Director:G.Thomas.
Star Details - ID:LJe1, Title:The Railway Children, Year:1970, Director:Jeffries.
Star Details - ID:GlR25, Title:Antonio das Mortes, Year:1962, Director:Rocha.
Star Details - ID:RoM2, Title:Poetry in Motion, Year:1982, Director:Ron.Mann.
Star Details - ID:GMs12, Title:An Impossible Voyage, Year:1904, Director:Melies.
Star Details - ID:ESP27, Title:His Neighbor's Wife, Year:1912, Director:E.S.Porter.
Star Details - ID:CD22, Title:Vampira, Year:1974, Director:C.Donner.
Star Details - ID:PaH61, Title:Girls on the Loose, Year:1958, Director:Henreid.
Star Details - ID:WlD58, Title:The Turning Point, Year:1952, Director:Dieterle.
Star Details - ID:RRw32, Title:The 5000 Fingers of Dr.~T, Year:1953, Director:Rowland.
Star Details - ID:CL1, Title:The Night of the Hunter, Year:1955, Director:Laughton.
Star Details - ID:DWG58, Title:True Heart Susie, Year:1919, Director:Griffith.
Star Details - ID:HoB35, Title:Western Gold, Year:1937, Director:Bretherton.
Star Details - ID:JLT21, Title:Return from the Ashes, Year:1962, Director:LeeThompson.
Star Details - ID:MiW13, Title:I'll Never Forget Whatshisname, Year:1967, Director:Winner.
Star Details - ID:RZL35, Title:B.F.'s Daughter, Year:1948, Director:Leonard.
Star Details - ID:IHA31, Title:The Avengers, Year:1950, Director:Auer.
Star Details - ID:GSi10, Title:Of Mice and Men, Year:1992, Director:Sinisi.
Star Details - ID:RMt10, Title:Notting Hill, Year:1999, Director:R.Mitchell.
Star Details - ID:SW28, Title:Saratoga Trunk, Year:1945, Director:S.Wood.
Star Details - ID:RWh15, Title:Love From A Stranger, Year:1947, Director:Whorf.
Star Details - ID:AM29, Title:Charley's Aunt, Year:1941, Director:Mayo.
Star Details - ID:BGr10, Title:Wilma, Year:1980, Director:Greenspan.
Star Details - ID:RoR5, Title:Alexander the Great, Year:1956, Director:Rossen.
Star Details - ID:HDc35, Title:The Truth About Bebe Donge, Year:1952, Director:Decoin.
Star Details - ID:WAS100, Title:Three Blind Mice, Year:1938, Director:Seiter.
Star Details - ID:Z0004, Title:Julius Cesar, Year:1907, Director:Unknown0.
Star Details - ID:GCt60, Title:Aren't Men Beasts, Year:1937, Director:Cutts.
Star Details - ID:StW10, Title:Werewolf of London, Year:1935, Director:S.Walker.
Star Details - ID:WD2, Title:Flowers and Trees, Year:1932, Director:Disney.
Star Details - ID:MiM13, Title:Malraux, Tu m'etonnes!, Year:2001, Director:Rosier.
Star Details - ID:Z4910, Title:Black and Tan, Year:1929, Director:Unknown49.
Star Details - ID:LYa10, Title:Misplaced, Year:1990, Director:Yansen.
Star Details - ID:JqR20, Title:L'Amour Fou, Year:1968, Director:Rivette.
Star Details - ID:TFg1, Title:The Hanging Garden, Year:1998, Director:Fitzgerald.
Star Details - ID:Sty7, Title:Sho o Suteyo, Machie Deyo, Year:1972, Director:Terayama.
Star Details - ID:RHa4, Title:Kind Hearts and Coronets, Year:1949, Director:Hamer.
Star Details - ID:JJu10, Title:The Golden Mistress, Year:1954, Director:J.Judge.
Star Details - ID:BDu3, Title:The Cemetery Club, Year:1993, Director:B.Duke.
Star Details - ID:PeC10, Title:Highpoint, Year:1984, Director:P.Carter.
Star Details - ID:H53, Title:The Trouble with Harry, Year:1956, Director:Hitchcock.
Star Details - ID:EvS2, Title:The Devil's Passkey, Year:1919, Director:vonStroheim.
Star Details - ID:WW54, Title:Mrs.~Miniver, Year:1942, Director:Wyler.
Star Details - ID:JCi14, Title:The Piano, Year:1993, Director:Campion.
Star Details - ID:FL30, Title:Cloak and Dagger, Year:1946, Director:F.Lang.
Star Details - ID:VeZ10, Title:Fade to Black, Year:1980, Director:Zimmerman.
Star Details - ID:SlB10, Title:Love Serenade, Year:1997, Director:Barrett.
Star Details - ID:JSh8, Title:The Boxer, Year:1998, Director:Sheridan.
Star Details - ID:EDj10, Title:Woman of Courage, Year:1989, Director:Djarot.
Star Details - ID:ACt8, Title:Horror of the Black Museum, Year:1958, Director:Crabtree.
Star Details - ID:GeB3, Title:Pumping Iron, Year:1976, Director:G.Butler.
Star Details - ID:PeB4, Title:The Marat-Sade, Year:1966, Director:Brook.
Star Details - ID:CCG24, Title:Mad City, Year:1998, Director:CostaGavras.
Star Details - ID:LlB78, Title:Action in the North Atlantic, Year:1943, Director:Bacon.
Star Details - ID:HDc6, Title:Battement de Coeur, Year:1940, Director:Decoin.
Star Details - ID:EDW30, Title:The Sinister Urge, Year:1961, Director:E.D.Wood~jr.
Star Details - ID:ABr1, Title:Real Life, Year:1979, Director:A.Brooks.
Star Details - ID:MvS4, Title:The Five Pennies, Year:1959, Director:Shavelson.
Star Details - ID:IRa12, Title:Dick Tracy's Dilemma, Year:1947, Director:Rawlins.
Star Details - ID:PRo86, Title:Charlie Chan in Black Magic, Year:1944, Director:Rosen.
Star Details - ID:GS3, Title:Miracle on 34th Street, Year:1947, Director:Seaton.
Star Details - ID:Z0270, Title:Romeo and Juliet, Year:1916, Director:Unknown2.
Star Details - ID:KuN12, Title:Island of Lost Men, Year:1939, Director:K.Neumann.
Star Details - ID:JaS13, Title:The Dark Pool, Year:1963, Director:Smight.
Star Details - ID:TBr10, Title:Trading Mom, Year:1994, Director:Brelis.
Star Details - ID:PSc30, Title:The Comfort of Strangers, Year:1991, Director:Schrader.
Star Details - ID:BbM19, Title:Visible Cities, Year:1982, Director:Mangolte.
Star Details - ID:MyH14, Title:American Psycho, Year:2000, Director:Harron.
Star Details - ID:WLa38, Title:On The Riviera, Year:1951, Director:W.Lang.
Star Details - ID:IAv21, Title:Rocky V, Year:1990, Director:J.G.Avildsen.
Star Details - ID:RdR53, Title:Broadway Melody of 1936, Year:1936, Director:delRuth.
Star Details - ID:PK7, Title:The Right Stuff, Year:1983, Director:Ph.Kaufman.
Star Details - ID:RWs10, Title:Hambone and Hillie, Year:1984, Director:Watts.
Star Details - ID:ARy50, Title:A Forgotten Tune for the Flute, Year:1987, Director:Ryazanov.
Star Details - ID:TFi11, Title:Sherlock Holmes and the Deadly Necklace, Year:1962, Director:Fisher.
Star Details - ID:AAg10, Title:Topos, Year:1985, Director:Angelidi.
Star Details - ID:BDC8, Title:Galaxy of Terror, Year:1981, Director:B.D.Clark.
Star Details - ID:WW82, Title:The Children's Hour, Year:1962, Director:Wyler.
Star Details - ID:PM1, Title:Bob and Carol and Ted and Alice, Year:1970, Director:Mazursky.
Star Details - ID:AAn10, Title:Gas Food Lodging, Year:1992, Director:Anders.
Star Details - ID:BoS75, Title:The Omega Man, Year:1971, Director:Sagal.
Star Details - ID:SL59, Title:Night Falls on Manhattan, Year:1996, Director:Lumet.
Star Details - ID:RSd10, Title:The Linguini Incident, Year:1992, Director:Shepard.
Star Details - ID:BE20, Title:Tamarind Seed, Year:1974, Director:B.Edwards.
Star Details - ID:TMa1, Title:Badlands, Year:1973, Director:Malick.
Star Details - ID:HBu30, Title:Dragon Seed, Year:1944, Director:Bucquet.
Star Details - ID:ADx37, Title:Benvenuta, Year:1983, Director:Delvaux.
Star Details - ID:APy10, Title:The Sword and the Sorcerer, Year:1982, Director:Pyun.
Star Details - ID:HKo36, Title:My Man Godfrey, Year:1957, Director:Koster.
Star Details - ID:TG17, Title:The Slave Ship, Year:1937, Director:Garnett.
Star Details - ID:SNz10, Title:Georgy Girl, Year:1966, Director:Narizzano.
Star Details - ID:DWG8, Title:A Corner in Wheat, Year:1909, Director:Griffith.
Star Details - ID:RBu15, Title:Night of the Juggler, Year:1980, Director:R.Butler.
Star Details - ID:BsK13, Title:Cops, Year:1922, Director:B.Keaton.
Star Details - ID:GaK4, Title:Bachelor Mother, Year:1939, Director:Kanin.
Star Details - ID:BRf34, Title:Wet, Year:1993, Director:Rafelson.
Star Details - ID:FrM1, Title:Arachnophobia, Year:1990, Director:F.Marshall.
Star Details - ID:MOp22, Title:Lola Montes, Year:1955, Director:Max~Ophuls.
Star Details - ID:RaW75, Title:Colorado Territory, Year:1949, Director:Walsh.
Star Details - ID:IvP27, Title:Cutter's Way, Year:1981, Director:Passer.
Star Details - ID:GrN10, Title:Selena, Year:1997, Director:Nava.
Star Details - ID:GC54, Title:Rich and Famous, Year:1981, Director:Cukor.
Star Details - ID:CBw31, Title:The Gorgeous Hussy, Year:1936, Director:Cl.Brown.
Star Details - ID:JVK27, Title:April Showers, Year:1948, Director:Kern.
Star Details - ID:GTh44, Title:Carry On Again Doctor, Year:1969, Director:G.Thomas.
Star Details - ID:ToK1, Title:Swoon, Year:1992, Director:Kalin.
Star Details - ID:RWN26, Title:Sherlock Holmes and the Spider Woman, Year:1944, Director:R.W.Neill.
Star Details - ID:RcF34, Title:Romeo and Juliet, Year:1962, Director:Freda.
Star Details - ID:JLG14, Title:Masculine Feminine, Year:1965, Director:Raoul Coulard.
Star Details - ID:FM6, Title:Faustus, Year:1926, Director:F.W.Murnau.
Star Details - ID:NF21, Title:Davy Crockett, Year:1955, Director:N.Foster.
Star Details - ID:UgF12, Title:Francesca di Rimini, Year:1911, Director:Falena.
Star Details - ID:WlD35, Title:Juarez, Year:1939, Director:Dieterle.
Star Details - ID:Ava3, Title:Cleo from 5 to 7, Year:1962, Director:Varda.
Star Details - ID:JtF1, Title:Star Trek: First Contact, Year:1996, Director:Frakes.
Star Details - ID:RAl75, Title:3 Women, Year:1978, Director:Altman.
Star Details - ID:LuD1, Title:La Promesse, Year:1996, Director:Dardenne.
Star Details - ID:WvD67, Title:It's A Wonderful World, Year:1939, Director:VanDyke.
Star Details - ID:VsP40, Title:The Deserter, Year:1933, Director:Pudovkin.
Star Details - ID:JqT7, Title:Out of the Past, Year:1947, Director:J.Tourneur.
Star Details - ID:DBy2, Title:Julius Ceasar, Year:1950, Director:Bradley.
Star Details - ID:DSk54, Title:Written on the Wind, Year:1957, Director:Sirk.
Star Details - ID:RWh20, Title:Champagne for Caesar, Year:1950, Director:Whorf.
Star Details - ID:LSt10, Title:Private Property, Year:1960, Director:L.Stevens.
Star Details - ID:AKj15, Title:How to get Rid of Your Wife, Year:1963, Director:Kjellin.
Star Details - ID:KRu22, Title:The Lair of the White Worm, Year:1988, Director:K.Russell.
Star Details - ID:ToS21, Title:Crimson Tide , Year:1995, Director:T.Scott.
Star Details - ID:CaR20, Title:Dead Men Don't Wear Plaid, Year:1982, Director:C.Reiner.
Star Details - ID:RtB11, Title:Quatre Nuits d'un Reveur, Year:1971, Director:Bresson.
Star Details - ID:JMB3, Title:Breathless, Year:1983, Director:McBride.
Star Details - ID:MGA10, Title:Demons in the Garden, Year:1982, Director:Aragon.
Star Details - ID:MSa8, Title:Follow the Fleet, Year:1936, Director:Sandrich.
Star Details - ID:MLi10, Title:Flesh Gordon, Year:1974, Director:Light.
Star Details - ID:WW41, Title:These Three, Year:1936, Director:Wyler.
Star Details - ID:IvY20, Title:Beware! The Blob, Year:1972, Director:Yeaworthy.
Star Details - ID:WSt10, Title:Alice's Adventures in Wonderland, Year:1972, Director:Sterling.
Star Details - ID:RSt341, Title:The Impossible Dream, Year:1959, Director:R.Stevens.
Star Details - ID:RTh32, Title:Ivanhoe, Year:1952, Director:R.Thorpe.
Star Details - ID:IvR25, Title:Six Days, Seven Nights, Year:1998, Director:Reitman.
Star Details - ID:FTy10, Title:Never, Nowhere, To No-one, Year:1989, Director:Teglasy.
Star Details - ID:CaR22, Title:The Man With Two Brains, Year:1983, Director:C.Reiner.
Star Details - ID:BuR25, Title:Cop and a Half, Year:1992, Director:B.Reynolds.
Star Details - ID:KSR10, Title:Stripped to Kill, Year:1988, Director:K.S.Ruben.
Star Details - ID:JPK15, Title:The Sting II, Year:1983, Director:Kagan.
Star Details - ID:NeJ10, Title:Angel, Year:1982, Director:N.Jordan.
Star Details - ID:DWG33, Title:Man's Genesis, Year:1912, Director:Griffith.
Star Details - ID:HAs3, Title:The Last Detail, Year:1974, Director:Ashby.
Star Details - ID:MRP10, Title:New Jack City, Year:1991, Director:MrVanPeebles.
Star Details - ID:HCP5, Title:Congo Maisie, Year:1938, Director:H.Potter.
Star Details - ID:WFr45, Title:Deal of the Century, Year:1983, Director:Friedkin.
Star Details - ID:FF23, Title:La Citta delle Donne, Year:1980, Director:Fellini.
Star Details - ID:ASa51, Title:The Hairy Ape, Year:1944, Director:Santell.
Star Details - ID:VrS30, Title:Tonight and Every Night, Year:1944, Director:V.Saville.
Star Details - ID:MKo10, Title:Town Alive, Year:1985, Director:Koike.
Star Details - ID:JsL10, Title:The Sorcerer's Apprentice, Year:1962, Director:Leytis.
Star Details - ID:Z4240, Title:Tarzan the Mighty, Year:1928, Director:Unknown42.
Star Details - ID:RoP20, Title:Bitter Moon, Year:1994, Director:Polanski.
Star Details - ID:ScW13, Title:Where th Heart Is, Year:2000, Director:Winant.
Star Details - ID:MSa9, Title:A Woman Rebels, Year:1936, Director:Sandrich.
Star Details - ID:MP47, Title:The Age of Consent, Year:1969, Director:M.Powell.
Star Details - ID:KoI70, Title:The Phoenix, Year:1977, Director:Ichikawa.
Star Details - ID:RiF53, Title:Red Sonja, Year:1985, Director:R.Fleischer.
Star Details - ID:WGo10, Title:Love Laughs at Andy Hardy, Year:1946, Director:Goldbeck.
Star Details - ID:MA2, Title:Il Grido, Year:1957, Director:Antonioni.
Star Details - ID:SL52, Title:Q and A, Year:1990, Director:Lumet.
Star Details - ID:ThS1, Title:Spalding Gray - Terors of Pleasure, Year:1988, Director:Schlamme.
Star Details - ID:DCn12, Title:I Still Know What You Did Last Summer, Year:1998, Director:Cannon.
Star Details - ID:IFr18, Title:The French Connection II, Year:1975, Director:Frankenheimer.
Star Details - ID:RoH30, Title:Caged Fear, Year:1990, Director:Houston.
Star Details - ID:REn53, Title:The Spoilers, Year:1942, Director:Enright.
Star Details - ID:JN12, Title:The Mudlark, Year:1950, Director:Negulesco.
Star Details - ID:IH18, Title:Beat the Devil, Year:1954, Director:J.Huston.
Star Details - ID:SLr10, Title:The Intruder, Year:1982, Director:S.Leroy.
Star Details - ID:HCs3, Title:Genevieve, Year:1953, Director:Cornelius.
Star Details - ID:LBn30, Title:Mistress of the Apes, Year:1981, Director:Buchanan.
Star Details - ID:RCu12, Title:Missile to the Moon, Year:1959, Director:Cunha.
Star Details - ID:BuR14, Title:The End, Year:1978, Director:B.Reynolds.
Star Details - ID:WlD43, Title:I'll Be Seeing You, Year:1944, Director:Dieterle.
Star Details - ID:SK16, Title:R.P.M., Year:1971, Director:St.Kramer.
Star Details - ID:DWG25, Title:The Lonedale Operator, Year:1911, Director:Griffith.
Star Details - ID:RaW13, Title:What Price Glory, Year:1926, Director:Walsh.
Star Details - ID:PhD1, Title:Prince of Players, Year:1955, Director:Ph.Dunne.
Star Details - ID:IrP34, Title:Santa Fe, Year:1951, Director:Pichel.
Star Details - ID:FZ8, Title:The Men, Year:1945, Director:Zinneman.
Star Details - ID:Z1110, Title:They Knew What They Wanted, Year:1928, Director:Unknown11.
Star Details - ID:SJF17, Title:Lady Sings the Blues, Year:1972, Director:Furie.
Star Details - ID:ILa33, Title:Blues Brothers, Year:1980, Director:Landis.
Star Details - ID:StK6, Title:Lolita, Year:1962, Director:Kubrick.
Star Details - ID:Z2110, Title:The Great Impersonation, Year:1921, Director:UnYear21.
Star Details - ID:IrK25, Title:Robocop II, Year:1990, Director:Kershner.
Star Details - ID:WCr46, Title:Scream 2, Year:1997, Director:W.Craven.
Star Details - ID:Z9365, Title:Silent Cries, Year:1993, Director:UnYear93.
Star Details - ID:SRf10, Title:Adventures of the Wilderness Family, Year:1976, Director:Raffill.
Star Details - ID:PMw10, Title:Touch and Go, Year:1980, Director:P.Maxwell.
Star Details - ID:FT18, Title:L'argent de poche, Year:1976, Director:Truffaut.
Star Details - ID:HyA30, Title:Where the Boys Are, Year:1984, Director:Averback.
Star Details - ID:JqR23, Title:Out 1, Year:1971, Director:Rivette.
Star Details - ID:BW18, Title:One, Two, Three, Year:1961, Director:B.Wilder.
Star Details - ID:SS00, Title:The Last Train Wreck, Year:1957, Director:Spielberg.
Star Details - ID:LHe10, Title:The Mystery of the Yellow Room, Year:1930, Director:LHerbier.
Star Details - ID:MkD10, Title:The Childhood of Maxim Gorki, Year:1938, Director:Donskoi.
Star Details - ID:ClM40, Title:The Accompanist, Year:1993, Director:C.Miller.
Star Details - ID:PaJ12, Title:White Corridors, Year:1950, Director:P.Jackson.
Star Details - ID:AkK8, Title:Quiet Duel, Year:1949, Director:Kurosawa.
Star Details - ID:APo40, Title:Rosemary's Baby, Year:1968, Director:Polonsky.
Star Details - ID:GMy20, Title:Erotikon, Year:1929, Director:Machaty.
Star Details - ID:WA11, Title:Zelig, Year:1983, Director:Woody~Allen.
Star Details - ID:ClS16, Title:Head First, Year:1964, Director:Sautet.
Star Details - ID:RiO25, Title:Victoria and Her Hussar, Year:1931, Director:R.Oswald.
Star Details - ID:JeY30, Title:Abbott and Costello Lost in Alaska, Year:1952, Director:Yarborough.
Star Details - ID:PCz60, Title:The Royal Ballet, Year:1959, Director:Czinner.
Star Details - ID:ADw52, Title:Around the World, Year:1943, Director:Dwan.
Star Details - ID:IrR50, Title:Born Again, Year:1978, Director:Rapper.
Star Details - ID:WvD34, Title:Wyoming, Year:1928, Director:VanDyke.
Star Details - ID:JR70, Title:La regle du jeu, Year:1939, Director:J.Renoir.
Star Details - ID:VSh15, Title:Mr.~Skeffington, Year:1943, Director:V.Sherman.
Star Details - ID:REp18, Title:The Celluloid Closet, Year:1996, Director:R.Epstein.
Star Details - ID:RyB10, Title:The Painted Veil, Year:1934, Director:Boleslawski.
Star Details - ID:JLM17, Title:Cleopatra, Year:1963, Director:J.L.Mankiewicz.
Star Details - ID:JPM20, Title:The Samurai, Year:1967, Director:Melville.
Star Details - ID:RCo43, Title:The Tomb of Ligeia, Year:1965, Director:Corman.
Star Details - ID:ACj128, Title:Last Seen Wearing Bluejeans, Year:1963, Director:Crosland~jr.
Star Details - ID:BuT10, Title:The Strangler, Year:1963, Director:Topper.
Star Details - ID:DLR10, Title:The Concorde - Airport 79, Year:1979, Director:Rich.
Star Details - ID:MKv30, Title:The Conspiracy of the Doomed, Year:1950, Director:Kalatozov.
Star Details - ID:AAN14, Title:Four Rooms, Year:1995, Director:Anders.
Star Details - ID:IF94, Title:December 7, Year:1942, Director:J.Ford.
Star Details - ID:StC10, Title:Big Bad Mama, Year:1974, Director:S.Carver.
Star Details - ID:ARG2, Title:Trans-Europe Express, Year:1966, Director:RobbeGrillet.
Star Details - ID:WFr10, Title:Change of Address, Year:1964, Director:Friedkin.
Star Details - ID:FSc18, Title:Roxanne, Year:1987, Director:Schepisi.
Star Details - ID:MiT8, Title:Trenchcoat, Year:1983, Director:Tuchner.
Star Details - ID:JHr20, Title:That's Dancin', Year:1985, Director:Haley.
Star Details - ID:MNe10, Title:The Awakening, Year:1980, Director:Newell.
Star Details - ID:JqT1, Title:Volpone, Year:1939, Director:J.Tourneur.
Star Details - ID:RHa8, Title:Father Brown, Year:1954, Director:Hamer.
Star Details - ID:IBt9, Title:Fame is the Spur, Year:1946, Director:J.Boulting.
Star Details - ID:BaD9, Title:The Captive Heart, Year:1946, Director:B.Dearden.
Star Details - ID:HyM10, Title:Princess Mononoke, Year:1999, Director:Miyazaki.
Star Details - ID:BnM10, Title:Nickle and Dime, Year:1994, Director:Moses.
Star Details - ID:GLC15, Title:The Primrose Path, Year:1940, Director:LaCava.
Star Details - ID:CBw18, Title:Romance, Year:1930, Director:Cl.Brown.
Star Details - ID:FSc2, Title:the Devil's Playground, Year:1976, Director:Schepisi.
Star Details - ID:SJF20, Title:Gable and Lombard, Year:1976, Director:Furie.
Star Details - ID:EaK51, Title:Pardon my Sarong, Year:1942, Director:Kenton.
Star Details - ID:HWx19, Title:Nurse Edith Cavell, Year:1939, Director:H.Wilcox.
Star Details - ID:DS30, Title:The Beguiled, Year:1970, Director:D.Siegel.
Star Details - ID:DaA11, Title:Inferno, Year:1979, Director:Argento.
Star Details - ID:BSo10, Title:My Mother Dreams the Satan's Disciples in New York, Year:1999, Director:Schock.
Star Details - ID:MeW10, Title:Daughter of Frankenstein, Year:1972, Director:M.Welles.
Star Details - ID:AG10, Title:J'accuse, Year:1919, Director:Gance.
Star Details - ID:PhD9, Title:Wild in the Country, Year:1961, Director:Ph.Dunne.
Star Details - ID:AdB21, Title:The Constant Nymph, Year:1927, Director:Brunel.
Star Details - ID:JLT29, Title:Huckleberry Finn, Year:1974, Director:LeeThompson.
Star Details - ID:StH13, Title:Blue Skies, Year:1945, Director:Heisler.
Star Details - ID:PhN20, Title:The Saint, Year:1997, Director:Noyce.
Star Details - ID:AK58, Title:The Girl from Maxim's, Year:1933, Director:A.Korda.
Star Details - ID:ICa3, Title:Assault on Precinct 13, Year:1976, Director:Carpenter.
Star Details - ID:Z9240, Title:Frankenstein Conquers the World, Year:1992, Director:UnYear92.
Star Details - ID:JNm64, Title:The Gentleman Caller, Year:1964, Director:J.Newman.
Star Details - ID:LM25, Title:A Walk in the Sun, Year:1946, Director:Milesstone.
Star Details - ID:ViS84, Title:Road to Singapore, Year:1940, Director:Schertzinger.
Star Details - ID:Z6660, Title:Dead Heat in the Merrygoround, Year:1966, Director:UnYear66.
Star Details - ID:RWN38, Title:Pursuit to Algiers, Year:1946, Director:R.W.Neill.
Star Details - ID:NT92, Title:The Beginning or the End, Year:1947, Director:Taurog.
Star Details - ID:InB1, Title:Crisis, Year:1945, Director:I.Bergman.
Star Details - ID:Z1552, Title:When A Woman Sins, Year:1918, Director:Unknown15.
Star Details - ID:PMC10, Title:Pool of Thanatos, Year:1990, Director:McCandless.
Star Details - ID:BCr10, Title:Mr.~Saturday Night, Year:1992, Director:Crystal.
Star Details - ID:EMo40, Title:Beaumarchais l'insolent, Year:1996, Director:Molinaro.
Star Details - ID:HbR1, Title:Goodbye Mr.~Chips, Year:1969, Director:H.Ross.
Star Details - ID:IF115, Title:The Last Hurrah, Year:1958, Director:J.Ford.
Star Details - ID:ArH230, Title:See No Evil, Hear No Evil, Year:1989, Director:Hiller.
Star Details - ID:MPr10, Title:Doctor Detroit, Year:1983, Director:M.Pressman.
Star Details - ID:DPo7, Title:The Singing Detective, Year:1986, Director:D.Potter.
Star Details - ID:MP9, Title:The Volunteer, Year:1943, Director:M.Powell.
Star Details - ID:JNs105, Title:The Mail Order Prophet, Year:1957, Director:Neilson.
Star Details - ID:CAm5, Title:Jeanne Dielman, Year:1969, Director:Akerman.
Star Details - ID:BKp10, Title:Of Love and Shadows, Year:1996, Director:B.Kaplan.
Star Details - ID:CBa30, Title:The Golden Princess, Year:1919, Director:Badger.
Star Details - ID:IrC89, Title:The Dolly Sisters, Year:1945, Director:I.Cummings.
Star Details - ID:DCr25, Title:Naked Lunch, Year:1991, Director:Cronenberg.
Star Details - ID:NiM13, Title:The Day After, Year:1983, Director:N.Meyer.
Star Details - ID:KaS20, Title:The Island, Year:1961, Director:Shindo.
Star Details - ID:RoS51, Title:The Long Shot, Year:1955, Director:Stevenson.
Star Details - ID:TVb10, Title:Festen, Year:1998, Director:Vinterberg.
Star Details - ID:EG11, Title:Grand Hotel, Year:1932, Director:E.Goulding.
Star Details - ID:AWw3, Title:Bound, Year:1995, Director:Wachowski.
Star Details - ID:DDk10, Title:Clay Pigeons, Year:1998, Director:Dobkin.
Star Details - ID:NLB11, Title:Your Friends and Neighbors, Year:1998, Director:LaBute.
Star Details - ID:AKj17, Title:Night Caller, Year:1964, Director:Kjellin.
Star Details - ID:JaB2, Title:The Paper Chase, Year:1973, Director:Bridges.
Star Details - ID:JqD22, Title:Une Chambre en Ville, Year:1982, Director:J.Demy.
Star Details - ID:LFr10, Title:House on Bare Mountain, Year:1962, Director:Frost.
Star Details - ID:KrK40, Title:Red, Year:1994, Director:Kieslovski.
Star Details - ID:RC2, Title:Entr'acte, Year:1924, Director:Clair.
Star Details - ID:WiW4, Title:The American Friend, Year:1977, Director:Wenders.
Star Details - ID:ADw40, Title:Rebecca of Sunnybrook Farm, Year:1938, Director:Dwan.
Star Details - ID:ASR59, Title:The Admiral Was a Lady, Year:1943, Director:Rogell.
Star Details - ID:JqD20, Title:L'Naissance du Jour, Year:1981, Director:J.Demy.
Star Details - ID:SdG1, Title:The Governess , Year:1998, Director:Goldbacher.
Star Details - ID:MiL4, Title:Nuts in May, Year:1976, Director:Leigh.
Star Details - ID:YYa58, Title:Otoko wa Tsuraiyo, Year:1989, Director:Yamada.
Star Details - ID:BrB15, Title:Barry McKenzie On His Own, Year:1985, Director:Beresford.
Star Details - ID:IH50, Title:The Dead, Year:1987, Director:J.Huston.
Star Details - ID:EuF60, Title:Berlin Correspondent, Year:1942, Director:E.Forde.
Star Details - ID:JGs20, Title:Winning, Year:1969, Director:Goldstone.
Star Details - ID:RA4, Title:Magic, Year:1978, Director:Attenborough.
Star Details - ID:NeJ22, Title:The Crying Game, Year:1992, Director:N.Jordan.
Star Details - ID:StK21, Title:Eyes Wide Shut, Year:1999, Director:Kubrick.
Star Details - ID:VME8, Title:Gus, Year:1970, Director:McEveety.
Star Details - ID:CDM7, Title:The Ghost Breaker, Year:1914, Director:DeMille.
Star Details - ID:GKe2, Title:Singin' in the Rain, Year:1952, Director:Gene~Kelly.
Star Details - ID:JSg35, Title:Crime and Punishment, Year:1998, Director:Sargent.
Star Details - ID:IBa10, Title:Dracula, Year:1979, Director:Badham.
Star Details - ID:DLe2, Title:The Landgirls, Year:1998, Director:Leland.
Star Details - ID:GC34, Title:The Model and the Marriage Broker, Year:1952, Director:Cukor.
Star Details - ID:BCl5, Title:Tribute, Year:1979, Director:B.Clark.
Star Details - ID:Z9890, Title:Playing by Heart, Year:1998, Director:UnYear98.
Star Details - ID:DaG3, Title:The Count of Monte Christo, Year:1974, Director:D.Greene.
Star Details - ID:DSc10, Title:The Seduction, Year:1982, Director:Schmoeller.
Star Details - ID:AlW60, Title:The Adventures of Sherlock Holmes, Year:1939, Director:Werker.
Star Details - ID:ADv12, Title:Code of Silence, Year:1988, Director:A.Davis.
